time,voltage,current
0.0,-0.014254879302334789,0.010499867014165934
5.999999999999495e-06,-0.014254879302334789,-0.01616679965250072
1.2000000000000292e-05,0.005025120697665213,-0.01616679965250072
1.7999999999999787e-05,-0.03353487930233479,-0.042833466319167394
2.4000000000000583e-05,0.005025120697665213,-0.01616679965250072
3.000000000000008e-05,0.005025120697665213,-0.01616679965250072
3.5999999999999574e-05,-0.05281487930233479,-0.01616679965250072
4.200000000000037e-05,-0.05281487930233479,0.010499867014165934
4.7999999999999866e-05,-0.014254879302334789,0.010499867014165934
5.400000000000066e-05,0.005025120697665213,-0.042833466319167394
6.000000000000016e-05,-0.05281487930233479,-0.042833466319167394
6.599999999999965e-05,-0.09137487930233479,0.010499867014165934
7.200000000000045e-05,-0.03353487930233479,0.010499867014165934
7.799999999999994e-05,-0.1299348793023348,-0.01616679965250072
8.400000000000074e-05,0.005025120697665213,0.03716653368083261
9.000000000000024e-05,0.024305120697665213,-0.01616679965250072
9.599999999999973e-05,0.043585120697665215,0.010499867014165934
0.00010200000000000053,0.005025120697665213,0.010499867014165934
0.00010800000000000002,-0.03353487930233479,-0.01616679965250072
0.00011399999999999952,-0.0720948793023348,-0.01616679965250072
0.00012000000000000031,0.005025120697665213,-0.01616679965250072
0.0001259999999999998,-0.05281487930233479,-0.01616679965250072
0.0001320000000000006,0.005025120697665213,-0.042833466319167394
0.0001380000000000001,0.024305120697665213,0.010499867014165934
0.00014400000000000025,0.005025120697665213,-0.01616679965250072
0.0001500000000000004,-0.09137487930233479,0.010499867014165934
0.0001559999999999999,-0.014254879302334789,0.03716653368083261
0.00016200000000000003,0.005025120697665213,0.010499867014165934
0.00016800000000000018,-0.014254879302334789,-0.01616679965250072
0.00017400000000000033,0.005025120697665213,0.03716653368083261
0.00017999999999999982,-0.03353487930233479,-0.01616679965250072
0.00018599999999999997,-0.014254879302334789,-0.01616679965250072
0.0001920000000000001,0.08214512069766522,0.010499867014165934
0.00019800000000000026,0.024305120697665213,-0.042833466319167394
0.0002040000000000004,0.024305120697665213,0.010499867014165934
0.0002099999999999999,0.005025120697665213,0.03716653368083261
0.00021600000000000005,-0.014254879302334789,-0.01616679965250072
0.0002220000000000002,0.005025120697665213,-0.01616679965250072
0.00022800000000000034,0.005025120697665213,0.010499867014165934
0.00023399999999999983,-0.05281487930233479,-0.01616679965250072
0.00023999999999999998,0.024305120697665213,0.010499867014165934
0.0002460000000000001,0.06286512069766521,0.03716653368083261
0.00025200000000000027,0.005025120697665213,-0.042833466319167394
0.0002580000000000004,-0.0720948793023348,-0.01616679965250072
0.0002639999999999999,0.005025120697665213,0.03716653368083261
0.00027000000000000006,-0.014254879302334789,-0.01616679965250072
0.0002760000000000002,-0.014254879302334789,0.010499867014165934
0.00028200000000000035,0.005025120697665213,-0.01616679965250072
0.00028799999999999984,-0.014254879302334789,0.010499867014165934
0.000294,-0.014254879302334789,0.03716653368083261
0.00030000000000000014,0.005025120697665213,0.010499867014165934
0.0003060000000000003,0.005025120697665213,0.010499867014165934
0.00031200000000000043,0.005025120697665213,0.010499867014165934
0.0003179999999999999,0.043585120697665215,0.010499867014165934
0.00032400000000000007,0.005025120697665213,-0.01616679965250072
0.0003300000000000002,0.005025120697665213,-0.01616679965250072
0.00033600000000000036,-0.014254879302334789,-0.01616679965250072
0.00034199999999999986,0.005025120697665213,0.010499867014165934
0.000348,0.005025120697665213,0.010499867014165934
0.00035400000000000015,0.005025120697665213,0.010499867014165934
0.0003600000000000003,0.024305120697665213,0.010499867014165934
0.00036600000000000044,-0.03353487930233479,-0.042833466319167394
0.00037199999999999993,-0.03353487930233479,-0.01616679965250072
0.0003780000000000001,0.043585120697665215,-0.06950013298583406
